Date,Open,High,Low,Close,Volume
2021-09-23 00:00:00-04:00,22.042908323767797,22.436176576629713,21.794004654713568,22.38340950012207,248555000
2021-09-24 00:00:00-04:00,21.973213750163456,22.051867773910164,21.76513066495934,21.98416519165039,217655000
2021-09-27 00:00:00-04:00,21.614793860062722,21.70340426569089,21.231483878149266,21.565013885498047,245215000
2021-09-28 00:00:00-04:00,21.12096960542121,21.32507053002053,20.560436939331986,20.608226776123047,343069000
2021-09-29 00:00:00-04:00,20.84817209585024,20.924834092595493,20.37724487487281,20.427026748657227,218394000
2021-09-30 00:00:00-04:00,20.67692268286252,20.97361615381417,20.597273594598942,20.625150680541992,221009000
2021-10-01 00:00:00-04:00,20.659005371326064,20.767526631043445,20.11440324016766,20.65104103088379,240978000
2021-10-04 00:00:00-04:00,20.414085560020563,20.451919028744175,19.46924770779128,19.645471572875977,345635000
2021-10-05 00:00:00-04:00,19.86251425727249,20.557453280437706,19.766934576510337,20.361316680908203,279282000
2021-10-06 00:00:00-04:00,20.03176974378131,20.629137078715868,19.99194424199397,20.60922622680664,297202000
2021-10-07 00:00:00-04:00,20.99950965970344,21.22850254226283,20.880036928701408,20.982585906982422,256919000
2021-10-08 00:00:00-04:00,21.00846523888015,21.113004324739432,20.683894639844777,20.739648818969727,151258000
2021-10-11 00:00:00-04:00,20.484773437642136,20.970632383544228,20.421053017517437,20.604246139526367,163388000
2021-10-12 00:00:00-04:00,20.736663894521275,20.964659771807728,20.437980218130104,20.580352783203125,162134000
2021-10-13 00:00:00-04:00,20.826273496687154,20.897958276834757,20.622172501018817,20.84718132019043,180652000
2021-10-14 00:00:00-04:00,21.194646843821843,21.6595979888479,21.029374431188767,21.650638580322266,243589000
2021-10-15 00:00:00-04:00,21.714360334605505,21.834830025581528,21.56701051506873,21.766132354736328,226994000
2021-10-18 00:00:00-04:00,21.653626407282953,22.193249435993522,21.54908541210571,22.12455177307129,189494000
2021-10-19 00:00:00-04:00,22.178312668438,22.280861623084096,21.940362329321403,22.19225311279297,161473000
2021-10-20 00:00:00-04:00,22.20718298956857,22.33462191107961,21.885599533351265,22.00606918334961,146276000
2021-10-21 00:00:00-04:00,22.000097295285027,22.611405016436052,21.98615875079242,22.592487335205078,187590000
2021-10-22 00:00:00-04:00,22.72291370384328,23.028566619385316,22.462063524678783,22.626338958740234,249384000
2021-10-25 00:00:00-04:00,22.872251056391946,23.25257575791235,22.670142197791318,23.06440544128418,230235000
2021-10-26 00:00:00-04:00,23.883805688435576,25.14823704248469,23.819090189484406,24.608612060546875,485898000
2021-10-27 00:00:00-04:00,24.36667273808714,24.979970559191603,24.17551339728853,24.343772888183594,245990000
2021-10-28 00:00:00-04:00,24.768905340270393,24.84059010745586,24.415462540776538,24.831628799438477,234204000
2021-10-29 00:00:00-04:00,24.89136187149755,25.596257241681755,24.890366803732874,25.454879760742188,292503000
2021-11-01 00:00:00-04:00,25.536524276050844,25.780448839610433,25.116373947615195,25.713743209838867,265740000
2021-11-02 00:00:00-04:00,25.708759787654955,26.56100485226317,25.686855006308992,26.285219192504883,294112000
2021-11-03 00:00:00-04:00,26.553046154370787,26.666546557874828,26.119954258485805,26.481361389160156,239910000
2021-11-04 00:00:00-04:00,27.109596719532924,31.22745940153133,26.999083410913848,29.670318603515625,1153631000
2021-11-05 00:00:00-04:00,30.054618542304095,31.26229841246148,29.28102556401493,29.62152671813965,851260000
2021-11-08 00:00:00-05:00,30.016786509890455,30.963616262925747,29.775847185212836,30.668914794921875,503101000
2021-11-09 00:00:00-05:00,32.14043393327905,32.16831102221569,29.832598362114123,30.522558212280273,646746000
2021-11-10 00:00:00-05:00,29.227262149282613,30.714709797083966,28.65179591122643,29.329809188842773,636206000
2021-11-11 00:00:00-05:00,30.334390000111334,30.455854738894605,29.646420236957336,30.256731033325195,332172000
2021-11-12 00:00:00-05:00,29.878398271524592,30.5454602165024,29.500063610739595,30.256731033325195,413054000
2021-11-15 00:00:00-05:00,30.41801896863416,30.509614574948284,29.11874154072653,29.893329620361328,384909000
2021-11-16 00:00:00-05:00,29.628497753453818,30.256729228063044,29.57572877826621,30.07054901123047,264484000
2021-11-17 00:00:00-05:00,30.28460666991569,30.375209109979387,28.673702083946914,29.132680892944336,428508000
2021-11-18 00:00:00-05:00,32.225063319518526,32.616337669436994,31.183648858814088,31.536096572875977,781711000
2021-11-19 00:00:00-05:00,32.10160069976278,32.94289622909161,31.7650836274217,32.84034729003906,533867000
2021-11-22 00:00:00-05:00,33.37001812058742,34.49506385982345,31.76011037964673,31.81586456298828,754335000
2021-11-23 00:00:00-05:00,31.39671157119762,32.218094514763855,30.744583214227514,31.606786727905273,532163000
2021-11-24 00:00:00-05:00,31.323039583883876,32.71092580385909,30.7923759210508,32.53071975708008,435162000
2021-11-26 00:00:00-05:00,32.45703857581968,32.56655680344716,31.212522066253175,31.364850997924805,283069000
2021-11-29 00:00:00-05:00,32.22407162500823,33.26548239676256,31.89551689877383,33.22964096069336,454964000
2021-11-30 00:00:00-05:00,33.02354533082021,33.20674036434526,31.72426963928221,32.53270721435547,622066000
2021-12-01 00:00:00-05:00,33.077380041197316,33.14708130809565,31.246217605187216,31.300983428955078,484368000
2021-12-02 00:00:00-05:00,31.080925938871122,32.33953706228623,30.892730624505155,31.989036560058594,472890000
2021-12-03 00:00:00-05:00,31.863572220980746,31.99202385703251,30.001543883661746,30.562145233154297,544325000
2021-12-06 00:00:00-05:00,29.75260913184593,30.11207010956424,27.918463234495462,29.9089412689209,658938000
2021-12-07 00:00:00-05:00,30.82501579680724,32.31065524359192,30.520318769347558,32.28874588012695,593053000
2021-12-08 00:00:00-05:00,31.8625799412448,32.15233969224195,31.287043097460884,31.690317153930664,475551000
2021-12-09 00:00:00-05:00,31.598704034532002,32.06769853366914,30.298272298007166,30.360008239746094,488507000
2021-12-10 00:00:00-05:00,31.017190899282223,31.171530737037585,29.733687020196054,30.069250106811523,488825000
2021-12-13 00:00:00-05:00,30.12003462160517,30.164842841094565,27.99612729686803,28.040935516357422,598344000
2021-12-14 00:00:00-05:00,27.58090425365269,28.55573036179902,27.133819165283064,28.216184616088867,667035000
2021-12-15 00:00:00-05:00,28.27891988260038,30.369967183258264,27.71931562363803,30.32914161682129,698297000
2021-12-16 00:00:00-05:00,31.01918913294205,31.027154448930762,27.97323064778504,28.265975952148438,707366000
2021-12-17 00:00:00-05:00,27.865691608084173,28.798697151084145,27.641650475156073,27.682476043701172,713758000
2021-12-20 00:00:00-05:00,27.188587940382853,28.02400974051841,27.02927023764738,27.60082244873047,461847000
2021-12-21 00:00:00-05:00,28.253028750149053,28.995848487605922,27.28417563606335,28.951040267944336,524385000
2021-12-22 00:00:00-05:00,28.767825605381404,29.428994238441074,28.327708710251994,29.274654388427734,395184000
2021-12-23 00:00:00-05:00,29.628141300237914,29.9308460734299,29.305523238717626,29.51363182067871,343022000
2021-12-27 00:00:00-05:00,29.53354519901358,30.954461266705604,29.51363001268846,30.813066482543945,403686000
2021-12-28 00:00:00-05:00,31.178505155996454,31.196428065606888,29.88404641723083,30.192726135253906,420591000
2021-12-29 00:00:00-05:00,30.14393233812567,30.417759500865014,29.240797826876175,29.873090744018555,343139000
2021-12-30 00:00:00-05:00,29.699833486975336,30.32714857163771,29.414058345471055,29.459861755371094,308864000
2021-12-31 00:00:00-05:00,29.547489426670328,29.901972573947273,29.205951342168785,29.28561019897461,266530000
2022-01-03 00:00:00-05:00,29.687887165643172,30.58006706522169,29.658014384020838,29.992582321166992,391547000
2022-01-04 00:00:00-05:00,30.147918368019972,30.33810404913154,28.22813864702251,29.16512680053711,527154000
2022-01-05 00:00:00-05:00,28.825579893631648,29.290589869699456,27.415618321755158,27.48631477355957,498064000
2022-01-06 00:00:00-05:00,27.522158750832368,28.316756884231587,26.94961135088401,28.057865142822266,454186000
2022-01-07 00:00:00-05:00,28.02102409273095,28.300826210955492,26.941644095796043,27.130834579467773,409939000
2022-01-10 00:00:00-05:00,26.467673635110437,27.351888211869046,25.534668178229204,27.28318214416504,594681000
2022-01-11 00:00:00-05:00,27.206510950592097,27.94534808174242,26.72457518291045,27.69840431213379,404089000
2022-01-12 00:00:00-05:00,27.947334289673307,28.473083012024553,27.490291625249768,27.87962532043457,383413000
2022-01-13 00:00:00-05:00,28.258006149078067,28.35857536952985,26.385025255824416,26.461698532104492,540171000
2022-01-14 00:00:00-05:00,26.18786826346866,27.081045133437073,26.09825182970304,26.827131271362305,395832000
2022-01-18 00:00:00-05:00,26.14804076534196,26.524429421318242,25.660130107362825,25.79256248474121,424270000
